epsilon,Fixed_DP_AUC,Adaptive_DP_AUC,Fixed_DP_Acc,Adaptive_DP_Acc,Fixed_DP_F1,Adaptive_DP_F1
0.05,0.5135518309813932,0.7301070626198753,0.7509765625,0.7447645399305556,0.0,0.09633380944964526
0.1,0.51402502377438,0.7304898844380984,0.7509765625,0.7444444444444446,0.0,0.09054394391933726
0.2,0.5076626691711217,0.7321227617377442,0.7509765625,0.7453613281250001,0.0,0.103429592507512
0.3,0.5103138123717434,0.7336489588851963,0.7509765625,0.7461425781249998,0.0,0.11274550613829612
0.5,0.5443914561441779,0.7382850668562951,0.7509765625,0.7450629340277778,0.0,0.13828515023039004
1.0,0.6414869871273654,0.7552441324263656,0.7509765625,0.7481011284722221,0.0,0.16912357435178205
2.0,0.683265962359514,0.7870744669297666,0.7509765625,0.7584689670138888,0.0,0.23575496673759616
