epsilon,Fixed_AUC,Adaptive_AUC,Optimized_AUC
0.05,0.44416527136790274,0.7307348195744127,0.7298163871819497
0.1,0.431279113581569,0.7310649600108791,0.7312714642279394
0.2,0.49645360383714243,0.731831241093461,0.7318892061954099
0.3,0.4936445628677711,0.7335166486765202,0.7330369492111249
0.5,0.5083500627530306,0.737953486263744,0.7387075425459881
1.0,0.6038497780270901,0.755938589855824,0.7555909692297668
2.0,0.7025610744225447,0.7866147218893337,0.7870831739717994
